,매장이름,주소,구,브랜드,위도,경도
762,광나루점,서울 광진구 아차산로 624,서울 광진구,ediya,37.5481419,127.1075214
763,광진구청점,서울 광진구 자양로 136,서울 광진구,ediya,37.5397529,127.0833879
764,구의동점,서울 광진구 아차산로 481,서울 광진구,ediya,37.54093140000001,127.0949405
765,구의사거리점,서울 광진구 광나루로 508,서울 광진구,ediya,37.5447592,127.0859475
766,구의역점,서울 광진구 구의로 4,서울 광진구,ediya,37.5382416,127.0892961
767,구의자양로점,서울 광진구 자양로 251,서울 광진구,ediya,37.5489614,127.0892935
768,군자역점,서울 광진구 능동로 290,서울 광진구,ediya,37.5555903,127.0790595
769,동서울터미널점,서울 광진구 구의동,서울 광진구,ediya,37.5466951,127.0914159
770,뚝섬유원지역점,서울 광진구 능동로 21,서울 광진구,ediya,37.5334659,127.0672262
771,세종대정문점,서울 광진구 능동로 261,서울 광진구,ediya,37.5534866,127.0771286
772,세종대후문점,서울 광진구 군자로 109,서울 광진구,ediya,37.5528372,127.0719826
773,아차산역점,서울 광진구 천호대로 663,서울 광진구,ediya,37.55177,127.0902383
774,어린이대공원역점,서울 광진구 광나루로 380,서울 광진구,ediya,37.5475795,127.0718667
775,자양동점,서울 광진구 자양로 46,서울 광진구,ediya,37.5321373,127.0859522
776,자양우성점,서울 광진구 자양번영로 34,서울 광진구,ediya,37.5326803,127.0758338
777,중곡대원점,서울 광진구 용마산로 111,서울 광진구,ediya,37.5635558,127.0866291
778,중곡신성점,서울 광진구 용마산로 37,서울 광진구,ediya,37.5569838,127.0877098
779,중곡역점,서울 광진구 능동로 407,서울 광진구,ediya,37.5653961,127.0837734
780,중곡중앙점,서울 광진구 능동로 330,서울 광진구,ediya,37.5588993,127.0807302
781,개봉북부점,서울 구로구 경인로40길 12,서울 구로구,ediya,37.4961811,126.8591014
782,개봉역점,서울 구로구 남부순환로97길 11,서울 구로구,ediya,37.4941792,126.8583787
783,개봉중앙점,서울 구로구 개봉로3길 26,서울 구로구,ediya,37.48641,126.8548809
784,개봉현대점,서울 구로구 개봉로 69,서울 구로구,ediya,37.4918637,126.8555982
785,고대구로병원점,서울 구로구 구로동로 157,서울 구로구,ediya,37.492533,126.8833543
786,고척사거리점,서울 구로구 고척로 228-6,서울 구로구,ediya,37.5057472,126.8582376
787,고척스카이돔점,서울 구로구 경인로 397,서울 구로구,ediya,37.49777660000001,126.8637523
788,구로NC점,서울 구로구 구로동로 240,서울 구로구,ediya,37.4999675,126.8826973
789,구로거리공원점,서울 구로구 구로중앙로28길 73,서울 구로구,ediya,37.5007554,126.8893254
790,구로고척점,서울 구로구 고척로 149,서울 구로구,ediya,37.50308649999999,126.850169
791,구로궁동점,서울 구로구 오리로 1304,서울 구로구,ediya,37.4977401,126.829378
792,구로미성점,서울 구로구 구로중앙로 228,서울 구로구,ediya,37.5061286,126.8765952
793,구로에이스점,서울 구로구 디지털로33길 11,서울 구로구,ediya,37.4856641,126.8955021
794,구로역광장점,서울 구로구 경인로 572,서울 구로구,ediya,37.5032462,126.8810549
795,구로이마트점,서울 구로구 디지털로32길 43,서울 구로구,ediya,37.4843537,126.89788
796,구로중앙점,서울 구로구 도림로 79,서울 구로구,ediya,37.4900511,126.8920236
797,구로코레일점,서울 구로구 구로중앙로 174,서울 구로구,ediya,37.5023699,126.8814842
798,구로항동지구점,서울 구로구 항동로3길 6,서울 구로구,ediya,37.4868758,126.8246818
799,구일역점,서울 구로구 구일로 110,서울 구로구,ediya,37.4950273,126.872004
800,남구로역점,서울 구로구 디지털로27길 127,서울 구로구,ediya,37.4846716,126.8870975
801,동양미래대학점,서울 구로구 경인로47길 14,서울 구로구,ediya,37.500202,126.8670179
802,메르디앙고척점,서울 구로구 중앙로8길 11,서울 구로구,ediya,37.5028463,126.8630534
803,성공회대점,서울 구로구 연동로 312,서울 구로구,ediya,37.4872294,126.8242853
804,신도림메르디앙점,서울 구로구 신도림로 65,서울 구로구,ediya,37.509516,126.8820471
805,신도림테크노마트점,서울 구로구 새말로 97,서울 구로구,ediya,37.5070431,126.8902185
806,오류남부점,서울 구로구 오류로8길 65,서울 구로구,ediya,37.4926091,126.8437777
807,오류북부역점,서울 구로구 경인로20길 6,서울 구로구,ediya,37.4953312,126.8453162
808,천왕이펜하우스점,서울 구로구 천왕로 36,서울 구로구,ediya,37.4954031,126.887369
809,가산SKV1점,서울 금천구 가산디지털1로 171,서울 금천구,ediya,37.4806318,126.8805702
810,가산그레이트점,서울 금천구 디지털로9길 32,서울 금천구,ediya,37.4794491,126.8874768
811,가산대륭19차점,서울 금천구 가산디지털2로 70,서울 금천구,ediya,37.4746528,126.8822218
812,가산두산위브점,서울 금천구 가산로 111,서울 금천구,ediya,37.4755779,126.8929078
813,가산리더스타워점,서울 금천구 벚꽃로 286,서울 금천구,ediya,37.4803075,126.8841943
814,가산벽산점,서울 금천구 벚꽃로 244,서울 금천구,ediya,37.4767039,126.8857798
815,가산에이스점,서울 금천구 가산디지털1로 196,서울 금천구,ediya,37.4829154,126.8812688
816,가산오거리점,서울 금천구 가산로 155,서울 금천구,ediya,37.4788157,126.8900708
817,가산월드점,서울 금천구 가산디지털2로 123,서울 금천구,ediya,37.4787503,126.8786525
818,가산하이엔드10차점,서울 금천구 가산디지털1로 30,서울 금천구,ediya,37.468635,126.8872075
819,금천롯데마트점,서울 금천구 시흥대로 291,서울 금천구,ediya,37.4506854,126.9012586
820,독산동쌈지공원점,서울 금천구 독산로 276,서울 금천구,ediya,37.47131359999999,126.9032798
821,독산동점,서울 금천구 독산로 218,서울 금천구,ediya,37.4663108,126.9019986
822,독산롯데시네마점,서울 금천구 시흥대로 399,서울 금천구,ediya,37.4693273,126.8970414
823,박미삼거리점,서울 금천구 시흥대로 150,서울 금천구,ediya,37.4475844,126.9036523
824,석수푸르지오점,서울 금천구 삼성산길 11,서울 금천구,ediya,37.4340449,126.9048803
825,세광교회점,서울 금천구 독산로 124,서울 금천구,ediya,37.4582394,126.9056093
826,시흥동점,서울 금천구 시흥동,서울 금천구,ediya,37.4492857,126.9104662
827,시흥사거리점,서울 금천구 시흥대로63길 8,서울 금천구,ediya,37.4549924,126.8991565
828,시흥유통센터점,서울 금천구 시흥대로 88,서울 금천구,ediya,37.4418469,126.9038942
829,시흥중앙점,서울 금천구 금하로 748,서울 금천구,ediya,37.4498371,126.9125411
830,에이스가산포휴점,서울 금천구 가산디지털1로 225,서울 금천구,ediya,37.4851258,126.8787246
831,은행나무사거리점,서울 금천구 금하로 690,서울 금천구,ediya,37.4517558,126.9066215
832,공릉역점,서울 노원구 동일로192길 5,서울 노원구,ediya,37.626035,127.0733753
833,공릉중앙점,서울 노원구 공릉로 146,서울 노원구,ediya,37.623043,127.0795195
834,광운대점,서울 노원구 광운로 29,서울 노원구,ediya,37.6202851,127.0584102
835,노원KT점,서울 노원구 노해로 494,서울 노원구,ediya,37.6545399,127.0629813
836,노원사거리점,서울 노원구 동일로 1393,서울 노원구,ediya,37.6529076,127.0605347
837,노원역2호점,서울 노원구 상계로 64,서울 노원구,ediya,37.6555926,127.0623312
838,노원중앙점,서울 노원구 노원로 452,서울 노원구,ediya,37.6568057,127.0669206
839,당고개역점,서울 노원구 상계로 313,서울 노원구,ediya,37.67078619999999,127.0803617
840,마들역점,서울 노원구 동일로 1541,서울 노원구,ediya,37.66581350000001,127.0569853
841,상계동점,서울 노원구 한글비석로52길 8,서울 노원구,ediya,37.6648446,127.0664584
842,상계역사거리점,서울 노원구 한글비석로 409,서울 노원구,ediya,37.6611031,127.0708473
843,상계역점,서울 노원구 덕릉로 698,서울 노원구,ediya,37.6598008,127.0756283
844,상계중앙점,서울 노원구 동일로 1650,서울 노원구,ediya,37.6754112,127.0555125
845,서울과학기술대점,서울 노원구 공릉로 208,서울 노원구,ediya,37.628258,127.0777683
846,서울여대점,서울 노원구 노원로 3,서울 노원구,ediya,37.6218823,127.0865752
847,석계역점,서울 노원구 석계로3길 3,서울 노원구,ediya,37.6155161,127.0643253
848,세이브존노원점,서울 노원구 한글비석로 57,서울 노원구,ediya,37.6378958,127.0686347
849,수락산역점,서울 노원구 동일로 1689,서울 노원구,ediya,37.6790818,127.0549275
850,원자력병원점,서울 노원구 공릉로46길 6,서울 노원구,ediya,37.6269138,127.0796292
851,월계이마트점,서울 노원구 마들로3길 15,서울 노원구,ediya,37.62644,127.0619091
852,월계인덕점,서울 노원구 광운로22길 39,서울 노원구,ediya,37.6285729,127.0592566
853,월계초교점,서울 노원구 월계동,서울 노원구,ediya,37.6277451,127.0568215
854,은행사거리점,서울 노원구 중계로 201,서울 노원구,ediya,37.6504368,127.0777536
855,중계롯데우성점,서울 노원구 노원로22길 70,서울 노원구,ediya,37.6468513,127.0727677
856,중계본동점,서울 노원구 중계로14바길 2,서울 노원구,ediya,37.6498409,127.0825681
857,중계브라운스톤점,서울 노원구 동일로203가길 29,서울 노원구,ediya,37.6393876,127.0642707
858,중계점,서울 노원구 동일로204가길 34,서울 노원구,ediya,37.6406859,127.0681273
859,중계중앙점,서울 노원구 덕릉로73길 18,서울 노원구,ediya,37.6521367,127.0723076
860,태릉입구역점,서울 노원구 공릉로 105,서울 노원구,ediya,37.6195756,127.077871
861,하계온천점,서울 노원구 노원로 257,서울 노원구,ediya,37.6402321,127.0727435
862,하계을지점,서울 노원구 공릉로 326,서울 노원구,ediya,37.6358505,127.0711596
863,덕성여대점,서울 도봉구 삼양로 542,서울 도봉구,ediya,37.6515523,127.0129588
864,도봉구청점,서울 도봉구 도봉로150길 43,서울 도봉구,ediya,37.6663859,127.0455878
865,도봉보건소사거리점,서울 도봉구 해등로 157,서울 도봉구,ediya,37.6567466,127.0388047
866,도봉산점,서울 도봉구 도봉산길 18,서울 도봉구,ediya,37.6879391,127.0336271
867,도봉역점,서울 도봉구 도봉로 823,서울 도봉구,ediya,37.6778789,127.0447434
868,도봉중앙점,서울 도봉구 도봉로181길 18,서울 도봉구,ediya,37.6842049,127.0448504
869,방학사거리점,서울 도봉구 도봉로 677,서울 도봉구,ediya,37.6648915,127.0423018
870,방학역점,서울 도봉구 도봉로153길 15,서울 도봉구,ediya,37.669757,127.0425203
871,방학점,서울 도봉구 방학로 171,서울 도봉구,ediya,37.6621271,127.0332303
872,방학중앙점,서울 도봉구 도당로13길 22,서울 도봉구,ediya,37.6657273,127.0352862
873,선덕고사거리점,서울 도봉구 해등로 255,서울 도봉구,ediya,37.6573275,127.0282084
874,솔밭공원역점,서울 도봉구 삼양로 594,서울 도봉구,ediya,37.6561172,127.0136407
875,신창점,서울 도봉구 덕릉로 235,서울 도봉구,ediya,37.6388915,127.0380921
876,쌍문동점,서울 도봉구 노해로 162,서울 도봉구,ediya,37.6487826,127.0272818
877,쌍문역점,서울 도봉구 도봉로117길 4,서울 도봉구,ediya,37.6494003,127.034694
878,쌍문중앙점,서울 도봉구 도봉로 519,서울 도봉구,ediya,37.651912,127.0363036
879,창동대우점,서울 도봉구 덕릉로63가길 30,서울 도봉구,ediya,37.6434459,127.0387291
880,창동블루핀점,서울 도봉구 마들로 550,서울 도봉구,ediya,37.6605123,127.049623
881,창동역점,서울 도봉구 마들로11길 65,서울 도봉구,ediya,37.6533575,127.0496609
882,창동제일점,서울 도봉구 노해로70길 81,서울 도봉구,ediya,37.6487061,127.0525283
883,창동중앙점,서울 도봉구 노해로63길 78,서울 도봉구,ediya,37.6525232,127.0463148
884,창동하나로마트점,서울 도봉구 마들로11길 20,서울 도봉구,ediya,37.6553982,127.0521044
885,창동학원가점,서울 도봉구 해등로16길 61,서울 도봉구,ediya,37.65509040000001,127.0433286
886,창동현대타운점,서울 도봉구 도봉로114길 22,서울 도봉구,ediya,37.6473276,127.0356466
887,경희대점,서울 동대문구 경희대로 4,서울 동대문구,ediya,37.591867,127.0525122
888,경희대캠퍼스점,서울 동대문구 경희대로 26,서울 동대문구,ediya,37.5953632,127.0527612
889,답십리사거리점,서울 동대문구 답십리로 145,서울 동대문구,ediya,37.5730325,127.0561006
890,답십리역점,서울 동대문구 천호대로 265,서울 동대문구,ediya,37.568254,127.0513523
891,답십리파크자이점,서울 동대문구 한천로 55,서울 동대문구,ediya,37.5667907,127.0618324
892,동대문구청점,서울 동대문구 천호대로 153-1,서울 동대문구,ediya,37.57357450000001,127.0406264
893,동부병원사거리점,서울 동대문구 무학로 104,서울 동대문구,ediya,37.5735046,127.0309651
894,배봉초교사거리점,서울 동대문구 답십리로63길 131,서울 동대문구,ediya,37.5784698,127.069321
895,서울시립대점,서울 동대문구 서울시립대로 164,서울 동대문구,ediya,37.583249,127.0548191
896,신설동역점,서울 동대문구 천호대로 11-3,서울 동대문구,ediya,37.5750074,127.024932
897,외대점,서울 동대문구 휘경로 12,서울 동대문구,ediya,37.59582040000001,127.0612654
898,용두동사거리점,서울 동대문구 왕산로 68,서울 동대문구,ediya,37.5774477,127.0308778
899,용두동점,서울 동대문구 고산자로 413-1,서울 동대문구,ediya,37.5766232,127.0379189
900,이문점,서울 동대문구 신이문로 19,서울 동대문구,ediya,37.6031045,127.064235
901,장안동사거리점,서울 동대문구 답십리로 309,서울 동대문구,ediya,37.572295,127.0748317
902,장안동점,서울 동대문구 장한로 43,서울 동대문구,ediya,37.5650632,127.0666931
903,장안중랑천점,서울 동대문구 장한로18길 32,서울 동대문구,ediya,37.5674947,127.0707583
904,장안중앙점,서울 동대문구 사가정로25길 42,서울 동대문구,ediya,37.5806425,127.0709617
905,장한평군자초교점,서울 동대문구 한천로2길 53,서울 동대문구,ediya,37.5627974,127.0613958
906,전농뉴타운점,서울 동대문구 답십리로 77,서울 동대문구,ediya,37.5750329,127.0496055
907,전농사거리점,서울 동대문구 사가정로 132,서울 동대문구,ediya,37.5775568,127.0595101
908,청량리점,서울 동대문구 왕산로 225,서울 동대문구,ediya,37.5820032,127.047128
909,촬영소사거리점,서울 동대문구 답십리로 264,서울 동대문구,ediya,37.5722268,127.0694723
910,회기역점,서울 동대문구 망우로 67,서울 동대문구,ediya,37.5898645,127.0605906
911,회기역중앙점,서울 동대문구 회기로 194-1,서울 동대문구,ediya,37.5897957,127.0574889
912,남성역점,서울 동작구 사당로17가길 13,서울 동작구,ediya,37.4837726,126.9734022
913,노들점,서울 동작구 노량진로 200,서울 동작구,ediya,37.5128665,126.947914
914,노량진CTS점,서울 동작구 노량진로 110,서울 동작구,ediya,37.5131457,126.9380262
915,노량진드림스퀘어점,서울 동작구 노들로2길 7,서울 동작구,ediya,37.5142855,126.9385304
916,노량진역사점,서울 동작구 노량진로 지하 130,서울 동작구,ediya,37.5129475,126.9416654
917,대림성모점,서울 동작구 시흥대로 658,서울 동작구,ediya,37.4903375,126.9080654
918,대방역점,서울 동작구 노량진로 24,서울 동작구,ediya,37.512849,126.9283252
919,보라매공원점,서울 동작구 여의대방로 90,서울 동작구,ediya,37.496767,126.9166468
920,보라매점,서울 동작구 보라매로5가길 16,서울 동작구,ediya,37.4912431,126.9240825
921,사당역점,서울 동작구 동작대로7길 100,서울 동작구,ediya,37.4771207,126.9775204
922,사당점,서울 동작구 동작대로 45,서울 동작구,ediya,37.4807275,126.9814704
923,상도역점,서울 동작구 상도로 277,서울 동작구,ediya,37.502774,126.9483282
924,상도중앙점,서울 동작구 만양로 17,서울 동작구,ediya,37.5061645,126.9471926
925,숭실대점,서울 동작구 사당로 2,서울 동작구,ediya,37.4954274,126.9546782
926,신대방삼거리점,서울 동작구 상도로 78,서울 동작구,ediya,37.4995056,126.9291357
927,신상도초교점,서울 동작구 양녕로 183,서울 동작구,ediya,37.497676,126.9431874
928,이수중앙점,서울 동작구 사당로 285,서울 동작구,ediya,37.4846165,126.9791799
929,중앙대점,서울 동작구 흑석로 79,서울 동작구,ediya,37.5069892,126.9584078
930,중앙대후문점,서울 동작구 흑석로 20,서울 동작구,ediya,37.5047935,126.9530208
931,총신대입구역점,서울 동작구 동작대로 119-1,서울 동작구,ediya,37.487267,126.9818565
932,총신대점,서울 동작구 사당로16가길 96,서울 동작구,ediya,37.4850653,126.9688107
933,해군회관점,서울 동작구 여의대방로 194,서울 동작구,ediya,37.5042167,126.9222519
934,공덕롯데캐슬점,서울 마포구 마포대로 109,서울 마포구,ediya,37.5448909,126.9506066
935,공덕점,서울 마포구 마포대로8길 15,서울 마포구,ediya,37.5463856,126.9540496
936,광흥창역점,서울 마포구 창전로 45,서울 마포구,ediya,37.5465423,126.9317948
937,대흥역점,서울 마포구 백범로 100,서울 마포구,ediya,37.54746,126.942357
938,동교중앙점,서울 마포구 동교로27길 8,서울 마포구,ediya,37.5587392,126.9230221
939,마포공덕역점,서울 마포구 새창로 6,서울 마포구,ediya,37.5420448,126.9504383
940,마포구청점,서울 마포구 월드컵로 196,서울 마포구,ediya,37.5647641,126.9027386
941,마포데시앙점,서울 마포구 독막로 320,서울 마포구,ediya,37.5429247,126.9478595
942,마포성산시영점,서울 마포구 월드컵북로 210,서울 마포구,ediya,37.5691841,126.9057901
943,마포점,서울 마포구 도화길 10,서울 마포구,ediya,37.5397641,126.9473823
944,망리단길점,서울 마포구 포은로 81-1,서울 마포구,ediya,37.5543031,126.9052551
945,망원역점,서울 마포구 월드컵로 82-1,서울 마포구,ediya,37.5563256,126.9101884
946,망원중앙점,서울 마포구 월드컵로 147,서울 마포구,ediya,37.56075999999999,126.905464
947,상수역점,서울 마포구 와우산로 41-1,서울 마포구,ediya,37.5482086,126.9228014
948,상암DMC점,서울 마포구 월드컵북로 396,서울 마포구,ediya,37.5791192,126.8902941
949,상암KBS점,서울 마포구 월드컵북로 375,서울 마포구,ediya,37.5773051,126.8906358
950,상암우리기술점,서울 마포구 월드컵북로56길 9,서울 마포구,ediya,37.5813475,126.887425
951,상암한샘점,서울 마포구 성암로13길 58,서울 마포구,ediya,37.5756558,126.8977097
952,상암홈플러스점,서울 마포구 월드컵로 240,서울 마포구,ediya,37.5677584,126.8981147
953,서강대점,서울 마포구 백범로 34,서울 마포구,ediya,37.5516659,126.9373157
954,서교동점,서울 마포구 와우산로29길 70,서울 마포구,ediya,37.5563162,126.9265746
955,성산점,서울 마포구 월드컵북로 137,서울 마포구,ediya,37.5647835,126.9116386
956,성산중앙점,서울 마포구 성미산로 78,서울 마포구,ediya,37.5615164,126.9194136
957,신촌그랑자이점,서울 마포구 대흥로 183,서울 마포구,ediya,37.5554011,126.9457092
958,신촌로터리점,서울 마포구 서강로 135,서울 마포구,ediya,37.554477,126.9354016
959,신촌숲아이파크점,서울 마포구 광성로 17,서울 마포구,ediya,37.5499797,126.934979
960,애오개역점,서울 마포구 마포대로 208,서울 마포구,ediya,37.5524425,126.9568124
961,오벨리스크점,서울 마포구 마포대로 33,서울 마포구,ediya,37.5399759,126.9454625
962,한강공원로점,서울 마포구 망원로 21,서울 마포구,ediya,37.5563164,126.8993901
963,합정LIG점,서울 마포구 양화로1길 21,서울 마포구,ediya,37.5494407,126.9103713
964,합정동점,서울 마포구 양화로6길 90,서울 마포구,ediya,37.5481933,126.919058
965,합정역사거리점,서울 마포구 독막로2길 5,서울 마포구,ediya,37.548217,126.914866
966,합정역점,서울 마포구 양화로11길 54,서울 마포구,ediya,37.5520737,126.91491
967,합정홈플러스점,서울 마포구 양화로 45,서울 마포구,ediya,37.5489656,126.9134767
968,홍대중앙점,서울 마포구 양화로 124,서울 마포구,ediya,37.5542126,126.9207762
969,홍대청기와점,서울 마포구 월드컵북로 7,서울 마포구,ediya,37.5555692,126.9206333
970,홍대학원가점,서울 마포구 와우산로 148,서울 마포구,ediya,37.5541014,126.929644
971,가재울점,서울 서대문구 수색로 100,서울 서대문구,ediya,37.57283839999999,126.9123903
972,가재울중앙점,서울 서대문구 가재울미래로 2,서울 서대문구,ediya,37.5791158,126.9367789
973,독립문통일로점,서울 서대문구 영천동,서울 서대문구,ediya,37.5699488,126.9563277
974,동교동점,서울 서대문구 신촌로 5,서울 서대문구,ediya,37.5586394,126.9276992
975,명지대점,서울 서대문구 거북골로 35,서울 서대문구,ediya,37.5793331,126.9239019
976,명지전문대점,서울 서대문구 가좌로 140,서울 서대문구,ediya,37.5845413,126.9241326
977,무악재역점,서울 서대문구 홍제동,서울 서대문구,ediya,37.58551120000001,126.9489831
978,북가좌동점,서울 서대문구 증가로 257,서울 서대문구,ediya,37.5834139,126.9115259
979,서대문구청점,서울 서대문구 연희로 237,서울 서대문구,ediya,37.578217,126.9356558
980,서대문점,서울 서대문구 냉천동,서울 서대문구,ediya,37.5668216,126.962263
981,신촌기차역점,서울 서대문구 신촌역로 35,서울 서대문구,ediya,37.5589365,126.9414455
982,신촌역점,서울 서대문구 신촌로 87-20,서울 서대문구,ediya,37.5564288,126.9364287
983,아현역점,서울 서대문구 신촌로35길 10,서울 서대문구,ediya,37.5577978,126.9554328
984,연남동점,서울 서대문구 연희로 42,서울 서대문구,ediya,37.5623305,126.9278489
985,연대서문점,서울 서대문구 연희로10길 86,서울 서대문구,ediya,37.5636727,126.933677
986,연세대점,서울 서대문구 연세로12길 10,서울 서대문구,ediya,37.5588209,126.9375073
987,연희삼거리점,서울 서대문구 연희로 117,서울 서대문구,ediya,37.5682728,126.9318184
988,이화여대점,서울 서대문구 이화여대길 26,서울 서대문구,ediya,37.5579609,126.9460081
989,충정로3가점,서울 서대문구 경기대로 26-26,서울 서대문구,ediya,37.5615704,126.9626807
990,홍은사거리점,서울 서대문구 통일로 510,서울 서대문구,ediya,37.5932986,126.9412919
991,홍제역점,서울 서대문구 홍제동,서울 서대문구,ediya,37.58551120000001,126.9489831
992,강남센트럴시티점,서울 서초구 신반포로 176,서울 서초구,ediya,37.5041299,127.0030692
993,교대역점,서울 서초구 서초대로56길 22,서울 서초구,ediya,37.4934457,127.0170958
994,교육개발원사거리점,서울 서초구 바우뫼로 180,서울 서초구,ediya,37.4782389,127.0398035
995,국립중앙도서관디지털관점,서울 서초구 반포대로 201,서울 서초구,ediya,37.4971902,127.0033029
996,국립중앙도서관본관점,서울 서초구 반포대로 201,서울 서초구,ediya,37.4971902,127.0033029
997,남부터미널점,서울 서초구 서초동,서울 서초구,ediya,37.4876872,127.0174271
998,내방역점,서울 서초구 서초대로 108,서울 서초구,ediya,37.4875268,126.9941918
999,반포지하상가점,서울 서초구 신반포로 지하 200,서울 서초구,ediya,37.5041437,126.9970518
1000,방배백석점,서울 서초구 방배로 42,서울 서초구,ediya,37.478696,126.9997564
1001,방배역점,서울 서초구 방배로 87,서울 서초구,ediya,37.482139,126.9968963
1002,방배중앙점,서울 서초구 동광로 1,서울 서초구,ediya,37.4910362,126.9830198
1003,서울고교점,서울 서초구 서초동,서울 서초구,ediya,37.4876872,127.0174271
1004,서울고속버스터미널점,서울 서초구 신반포로 194,서울 서초구,ediya,37.5054942,127.006719
1005,서울교대점,서울 서초구 서초동,서울 서초구,ediya,37.4876872,127.0174271
1006,서초법조타운점,서울 서초구 서초중앙로24길 7,서울 서초구,ediya,37.4947529,127.0144754
1007,서초역점,서울 서초구 서초동,서울 서초구,ediya,37.4876872,127.0174271
1008,서초우면중앙점,서울 서초구 양재대로2길 100-11,서울 서초구,ediya,37.4644963,127.0417509
1009,서초점,서울 서초구 서초대로48길 16,서울 서초구,ediya,37.4920152,127.0113078
1010,신논현역점,서울 서초구 강남대로79길 10,서울 서초구,ediya,37.5052523,127.0231968
1011,양재언남점,서울 서초구 동산로 60,서울 서초구,ediya,37.4716597,127.0454069
1012,양재점,서울 서초구 남부순환로347길 38,서울 서초구,ediya,37.4859875,127.0314737
1013,양재중앙점,서울 서초구 강남대로 221,서울 서초구,ediya,37.4835322,127.0342247
1014,양재하나로마트점,서울 서초구 청계산로 10,서울 서초구,ediya,37.4629917,127.0434134
1015,예술의전당점,서울 서초구 반포대로 32,서울 서초구,ediya,37.4833916,127.0121078
1016,우면동점,서울 서초구 바우뫼로 20,서울 서초구,ediya,37.4699393,127.0252776
1017,잠원논현점,서울 서초구 신반포로 333,서울 서초구,ediya,37.5108882,127.0201282
1018,청계산입구역점,서울 서초구 신원동,서울 서초구,ediya,37.4446745,127.0614206
1019,포이점,서울 서초구 마방로10길 42,서울 서초구,ediya,37.475593,127.0445372
1020,함지박사거리점,서울 서초구 방배로 234 우신빌딩,서울 서초구,ediya,37.4780738,127.0007198
1021,논골사거리점,서울 성동구 난계로 35,서울 성동구,ediya,37.5554834,127.0244633
1022,답십리로데오점,서울 성동구 용답19길 17-1,서울 성동구,ediya,37.5637339,127.052529
1023,뚝섬역점,서울 성동구 상원길 38-1,서울 성동구,ediya,37.5473256,127.048794
1024,마장동점,서울 성동구 고산자로 339-2,서울 성동구,ediya,37.5699814,127.0373421
1025,마장역점,서울 성동구 마장로 293-1,서울 성동구,ediya,37.5659109,127.0421543
1026,상왕십리역점,서울 성동구 무학봉15길 27,서울 성동구,ediya,37.5636352,127.0301592
1027,서울숲역점,서울 성동구 왕십리로 96-1,서울 성동구,ediya,37.5462569,127.044874
1028,성동구청점,서울 성동구 고산자로 269,서울 성동구,ediya,37.5636603,127.0357573
1029,성수2가점,서울 성동구 성덕정길 106,서울 성동구,ediya,37.5371206,127.0550961
1030,성수아카데미점,서울 성동구 성수이로 118,서울 성동구,ediya,37.5451437,127.0578284
1031,성수우리W타워점,서울 성동구 아차산로15길 19,서울 성동구,ediya,37.5447256,127.0621362
1032,성수중앙점,서울 성동구 성수일로6길 47,서울 성동구,ediya,37.5442438,127.0552721
1033,신금호역점,서울 성동구 금호산길 64,서울 성동구,ediya,37.5538555,127.0196077
1034,옥수동점,서울 성동구 매봉길 12,서울 성동구,ediya,37.5452467,127.0156749
1035,옥수역점,서울 성동구 한림말5길 9,서울 성동구,ediya,37.5419719,127.0167024
1036,왕십리비트플렉스점,서울 성동구 왕십리광장로 17,서울 성동구,ediya,37.5621482,127.0379421
1037,왕십리센트라스점,서울 성동구 무학로 22,서울 성동구,ediya,37.5660457,127.0302943
1038,왕십리역점,서울 성동구 왕십리로 309,서울 성동구,ediya,37.5612833,127.0345304
1039,응봉동점,서울 성동구 독서당로 381,서울 성동구,ediya,37.5509707,127.0309944
1040,장한평역점,서울 성동구 천호대로 426,서울 성동구,ediya,37.560746,127.0662025
1041,텐즈힐점,서울 성동구 무학로 33,서울 성동구,ediya,37.5664459,127.030702
1042,한양대점,서울 성동구 사근동길 4,서울 성동구,ediya,37.5598989,127.0415624
1043,행당동점,서울 성동구 고산자로 201,서울 성동구,ediya,37.5580159,127.0337407
1044,고대개운점,서울 성북구 개운사길 30,서울 성북구,ediya,37.5876534,127.0294038
1045,고대점,서울 성북구 고려대로24길 35,서울 성북구,ediya,37.59040299999999,127.035926
1046,국민대점,서울 성북구 정릉로9라길 8,서울 성북구,ediya,37.6111263,127.0003764
1047,길음뉴타운점,서울 성북구 길음로 74,서울 성북구,ediya,37.6097759,127.0206116
1048,돈암동점,서울 성북구 동소문로 119,서울 성북구,ediya,37.5937743,127.0178862
1049,돈암아리랑점,서울 성북구 아리랑로 75,서울 성북구,ediya,37.5991068,127.0137948
1050,돌곶이역점,서울 성북구 돌곶이로22길 3,서울 성북구,ediya,37.6101594,127.058086
1051,동덕여대점,서울 성북구 화랑로 99,서울 성북구,ediya,37.6034496,127.0426676
1052,동소문동점,서울 성북구 동소문로13길 5,서울 성북구,ediya,37.5920114,127.0128569
1053,보문역점,서울 성북구 보문로 111,서울 성북구,ediya,37.5849003,127.0193241
1054,석계중앙점,서울 성북구 화랑로40길 61,서울 성북구,ediya,37.6130719,127.0627789
1055,석관동점,서울 성북구 돌곶이로8길 22,서울 성북구,ediya,37.606749,127.0625109
1056,성신여대역점,서울 성북구 동소문로17길 40,서울 성북구,ediya,37.5938945,127.0158713
1057,성신여대점,서울 성북구 보문로34길 100,서울 성북구,ediya,37.5911844,127.020776
