,매장이름,주소,구,브랜드,위도,경도
1058,안암래미안점,서울 성북구 보문로30가길 42,서울 성북구,ediya,37.5889656,127.02202
1059,월곡1동점,서울 성북구 오패산로 99,서울 성북구,ediya,37.6107208,127.0351251
1060,월곡동아점,서울 성북구 장월로1길 47,서울 성북구,ediya,37.606215,127.0456787
1061,월곡중앙점,서울 성북구 종암로 167,서울 성북구,ediya,37.602119,127.0332133
1062,장위2동점,서울 성북구 화랑로25길 14,서울 성북구,ediya,37.6092663,127.0524388
1063,장위뉴타운점,서울 성북구 장월로 144-1,서울 성북구,ediya,37.6176579,127.0510126
1064,장위동점,서울 성북구 월계로40길 7,서울 성북구,ediya,37.6228267,127.048397
1065,장위북서울꿈의숲점,서울 성북구 돌곶이로41가길 2,서울 성북구,ediya,37.6185575,127.0455923
1066,장위중앙점,서울 성북구 장위로 35,서울 성북구,ediya,37.6144277,127.0407678
1067,정릉뉴타운점,서울 성북구 정릉로 307,서울 성북구,ediya,37.6032405,127.0182023
1068,정릉아리랑점,서울 성북구 북악산로 851,서울 성북구,ediya,37.599785,127.0193858
1069,정릉점,서울 성북구 보국문로 77,서울 성북구,ediya,37.6111065,127.0086007
1070,정릉중앙점,서울 성북구 정릉로 251,서울 성북구,ediya,37.6046666,127.0119116
1071,종암동점,서울 성북구 종암로 105,서울 성북구,ediya,37.5994896,127.0339384
1072,하월곡동점,서울 성북구 오패산로 16,서울 성북구,ediya,37.6035972,127.0375512
1073,한성대역점,서울 성북구 동소문로 19,서울 성북구,ediya,37.5894891,127.008087
1074,한성대점,서울 성북구 삼선교로 10,서울 성북구,ediya,37.5877048,127.0068833
1075,가든파이브점,서울 송파구 충민로 10,서울 송파구,ediya,37.4782316,127.1193703
1076,가든파이브테크노관점,서울 송파구 충민로 66,서울 송파구,ediya,37.4775778,127.1249983
1077,가락몰점,서울 송파구 양재대로 932,서울 송파구,ediya,37.492994,127.112326
1078,가락중앙점,서울 송파구 송이로 87,서울 송파구,ediya,37.4982843,127.1207781
1079,개롱역점,서울 송파구 오금로 407,서울 송파구,ediya,37.4979912,127.135763
1080,거여점,서울 송파구 오금로 497,서울 송파구,ediya,37.4934491,127.1441973
1081,마천사거리점,서울 송파구 마천로 264,서울 송파구,ediya,37.4980378,127.1461353
1082,문정KDU타워점,서울 송파구 정의로 70,서울 송파구,ediya,37.5145437,127.1065971
1083,문정문현점,서울 송파구 새말로8길 30,서울 송파구,ediya,37.4800957,127.1266355
1084,문정중앙점,서울 송파구 문정로 31-1,서울 송파구,ediya,37.4864701,127.1263126
1085,문정테라타워점,서울 송파구 송파대로 167,서울 송파구,ediya,37.4856859,127.1193237
1086,방이미성점,서울 송파구 오금로 251,서울 송파구,ediya,37.5060802,127.1222351
1087,방이시장점,서울 송파구 백제고분로48길 3,서울 송파구,ediya,37.51180069999999,127.1137457
1088,방이역점,서울 송파구 위례성대로18길 32,서울 송파구,ediya,37.5095235,127.1247104
1089,방이초교점,서울 송파구 가락로 280,서울 송파구,ediya,37.5127115,127.1199902
1090,삼전역점,서울 송파구 백제고분로 263,서울 송파구,ediya,37.5027433,127.0957873
1091,서울삼성내과점,서울 송파구 백제고분로 126,서울 송파구,ediya,37.5061322,127.0807397
1092,석촌백제점,서울 송파구 백제고분로39길 15,서울 송파구,ediya,37.5056259,127.1044412
1093,석촌사거리점,서울 송파구 송파대로 409,서울 송파구,ediya,37.5034635,127.1082718
1094,석촌역점,서울 송파구 송파대로 456,서울 송파구,ediya,37.5071619,127.1058265
1095,송파동점,서울 송파구 백제고분로41길 5,서울 송파구,ediya,37.5066981,127.1083724
1096,송파문정점,서울 송파구 송이로 159,서울 송파구,ediya,37.4929217,127.1253339
1097,송파올림픽훼미리타운점,서울 송파구 중대로 24,서울 송파구,ediya,37.4885861,127.1153362
1098,송파위례점,서울 송파구 위례광장로 188,서울 송파구,ediya,37.4850892,127.1332182
1099,송파잠실점,서울 송파구 삼전로 95,서울 송파구,ediya,37.5069289,127.0898316
1100,송파파인타운점,서울 송파구 충민로2길 28,서울 송파구,ediya,37.4772734,127.1273388
1101,송파풍납점,서울 송파구 강동대로9길 17-1,서울 송파구,ediya,37.5280621,127.11653
1102,송파하비오점,서울 송파구 송파대로 111,서울 송파구,ediya,37.4856859,127.1193237
1103,송파한양점,서울 송파구 가락로 165,서울 송파구,ediya,37.5037323,127.1135741
1104,오금점,서울 송파구 오금로 306,서울 송파구,ediya,37.502857,127.1261081
1105,오금중앙점,서울 송파구 위례성대로22길 18,서울 송파구,ediya,37.5086478,127.1303421
1106,올림픽공원점,서울 송파구 올림픽로 354,서울 송파구,ediya,37.5160676,127.109727
1107,올림픽프라자점,서울 송파구 양재대로 1222,서울 송파구,ediya,37.5157197,127.1322328
1108,위례아이파크점,서울 송파구 위례광장로 136,서울 송파구,ediya,37.4850892,127.1332182
1109,위례포레샤인점,서울 송파구 위례순환로 477,서울 송파구,ediya,37.5145437,127.1065971
1110,잠실나루역점,서울 송파구 올림픽로35길 104,서울 송파구,ediya,37.5188607,127.0992536
1111,잠실본동점,서울 송파구 백제고분로 172,서울 송파구,ediya,37.5046895,127.0858334
1112,잠실역점,서울 송파구 송파대로 567,서울 송파구,ediya,37.51519400000001,127.0948475
1113,종합운동장역점,서울 송파구 올림픽로 76,서울 송파구,ediya,37.5115209,127.0791737
1114,CBS본사점,서울 양천구 목동서로 159-1,서울 양천구,ediya,37.52821350000001,126.8749471
1115,강서초교점,서울 양천구 오목로 48,서울 양천구,ediya,37.5220241,126.8429393
1116,목3동점,서울 양천구 목동중앙북로 38,서울 양천구,ediya,37.5468869,126.8672611
1117,목4동점,서울 양천구 목동중앙본로7길 46,서울 양천구,ediya,37.5394371,126.86612
1118,목동남부점,서울 양천구 목동남로 46,서울 양천구,ediya,37.5087155,126.8647187
1119,목동등촌로점,서울 양천구 등촌로 180,서울 양천구,ediya,37.5456026,126.8627246
1120,목동로데오점,서울 양천구 목동로 219,서울 양천구,ediya,37.5279211,126.8637907
1121,목동센트럴아이파크위브점,서울 양천구 남부순환로 603,서울 양천구,ediya,37.5151785,126.8406797
1122,목동신목점,서울 양천구 목동중앙로 85,서울 양천구,ediya,37.5369691,126.8714743
1123,목동신트리점,서울 양천구 신정로 312,서울 양천구,ediya,37.51320200000001,126.8555044
1124,목동아델리체점,서울 양천구 중앙로43길 14,서울 양천구,ediya,37.5193016,126.8523026
1125,목동역점,서울 양천구 오목로 227,서울 양천구,ediya,37.526041,126.8627071
1126,목동중앙점,서울 양천구 목동서로 287,서울 양천구,ediya,37.5214762,126.8690651
1127,목동파라곤점,서울 양천구 목동서로 155,서울 양천구,ediya,37.5293136,126.8751264
1128,목동파리공원점,서울 양천구 목동동로 379,서울 양천구,ediya,37.5355702,126.8787085
1129,서남병원점,서울 양천구 신정동,서울 양천구,ediya,37.5166014,126.8638714
1130,신월5동점,서울 양천구 화곡로 50,서울 양천구,ediya,37.5391278,126.8274379
1131,신월7동점,서울 양천구 지양로 79,서울 양천구,ediya,37.5223947,126.8329818
1132,신월사거리점,서울 양천구 남부순환로 353,서울 양천구,ediya,37.5356284,126.8289172
1133,신월신곡시장점,서울 양천구 신월로 172,서울 양천구,ediya,37.5182621,126.8426399
1134,신정교점,서울 양천구 신목로 36,서울 양천구,ediya,37.5188009,126.8737695
1135,신정네거리역점,서울 양천구 중앙로 282,서울 양천구,ediya,37.5215126,126.8525663
1136,신정서부점,서울 양천구 신정로11길 50-15,서울 양천구,ediya,37.5121775,126.8383361
1137,신정역점,서울 양천구 오목로 155,서울 양천구,ediya,37.5249251,126.854642
1138,양천구청점,서울 양천구 목동동로 63,서울 양천구,ediya,37.5152752,126.8623016
1139,오목교대학학원점,서울 양천구 오목로 319,서울 양천구,ediya,37.5250374,126.8730535
1140,오목교역점,서울 양천구 신목로 102,서울 양천구,ediya,37.5235593,126.8757535
1141,KBS별관점,서울 영등포구 국제금융로8길 27-9,서울 영등포구,ediya,37.5196329,126.9289194
1142,국회대로점,서울 영등포구 국회대로72길 4,서울 영등포구,ediya,37.5302939,126.9199036
1143,국회의사당역점,서울 영등포구 의사당대로 22,서울 영등포구,ediya,37.5268293,126.91783
1144,남부고용센터점,서울 영등포구 양산로 71,서울 영등포구,ediya,37.5249901,126.8910908
1145,당산버드나루점,서울 영등포구 버드나루로 87,서울 영등포구,ediya,37.5258905,126.9086357
1146,당산역점,서울 영등포구 당산로 222,서울 영등포구,ediya,37.533212,126.9022778
1147,당산중앙점,서울 영등포구 당산로 159,서울 영등포구,ediya,37.5288079,126.8975566
1148,대림1동점,서울 영등포구 도림로 198,서울 영등포구,ediya,37.4963889,126.9028182
1149,대림3동점,서울 영등포구 대림로 212,서울 영등포구,ediya,37.4995567,126.8981452
1150,대림역점,서울 영등포구 도림로31길 2,서울 영등포구,ediya,37.4924907,126.8959161
1151,도림사거리점,서울 영등포구 도림로 326,서울 영등포구,ediya,37.5065486,126.9018065
1152,도림점,서울 영등포구 도신로15길 40,서울 영등포구,ediya,37.5085713,126.8965694
1153,라이프점,서울 영등포구 63로 40,서울 영등포구,ediya,37.5196187,126.93912
1154,문래역점,서울 영등포구 문래로 89,서울 영등포구,ediya,37.5196161,126.8919362
1155,보라매역점,서울 영등포구 여의대방로 141,서울 영등포구,ediya,37.4996294,126.9199734
1156,서여의도점,서울 영등포구 국회대로72길 17,서울 영등포구,ediya,37.5295205,126.9212475
1157,선유도역점,서울 영등포구 양평로 126,서울 영등포구,ediya,37.5381615,126.893892
1158,신길성애병원점,서울 영등포구 여의대방로53길 27,서울 영등포구,ediya,37.5118321,126.9215338
1159,신길썬프라자점,서울 영등포구 신길로 42,서울 영등포구,ediya,37.496429,126.9086066
1160,신길아이파크점,서울 영등포구 도림로 280,서울 영등포구,ediya,37.5029,126.9042022
1161,신길역점,서울 영등포구 영등포로 353,서울 영등포구,ediya,37.5150289,126.918074
1162,신길중앙점,서울 영등포구 도신로 229,서울 영등포구,ediya,37.5121582,126.9165036
1163,신풍역점,서울 영등포구 신풍로 52-1,서울 영등포구,ediya,37.49990469999999,126.9117746
1164,양평동2가점,서울 영등포구 선유서로25길 19,서울 영등포구,ediya,37.5248443,126.8842256
1165,여의나루역점,서울 영등포구 여의나루로 113,서울 영등포구,ediya,37.52601629999999,126.9307571
1166,여의도농협재단점,서울 영등포구 국제금융로8길 2,서울 영등포구,ediya,37.5219749,126.9300353
1167,여의도역점,서울 영등포구 의사당대로 108,서울 영등포구,ediya,37.5199076,126.9245387
1168,영등포knk점,서울 영등포구 영신로 220,서울 영등포구,ediya,37.5194726,126.9036448
1169,영등포구청점,서울 영등포구 당산로 110,서울 영등포구,ediya,37.5244574,126.8965606
1170,영등포그랜드점,서울 영등포구 양산로9길 15,서울 영등포구,ediya,37.5263235,126.888719
1171,영등포본동점,서울 영등포구 영신로19길 15,서울 영등포구,ediya,37.5138185,126.9060085
1172,영등포시장점,서울 영등포구 영등포로35길 19,서울 영등포구,ediya,37.5218347,126.9042296
1173,영등포아크로타워점,서울 영등포구 국회대로54길 10,서울 영등포구,ediya,37.5244579,126.9076599
1174,영등포에이스점,서울 영등포구 경인로 775,서울 영등포구,ediya,37.51466569999999,126.8984728
1175,영등포점,서울 영등포구 영중로 16-1,서울 영등포구,ediya,37.5178384,126.9061478
1176,영등포중앙점,서울 영등포구 영중로 37,서울 영등포구,ediya,37.5193148,126.9046511
1177,영등포코레일점,서울 영등포구 경인로 846,서울 영등포구,ediya,37.5154709,126.9066823
1178,영등포홈플러스점,서울 영등포구 당산로 42,서울 영등포구,ediya,37.5181712,126.8959156
1179,한강성심병원점,서울 영등포구 버드나루로 51,서울 영등포구,ediya,37.5230343,126.910588
1180,한국수출입은행점,서울 영등포구 은행로 38,서울 영등포구,ediya,37.52859309999999,126.9233935
1181,힐스테이트클래시안점,서울 영등포구 신길로28길 9,서울 영등포구,ediya,37.5030167,126.9116526
1182,IBK고객센터점,서울 용산구 한남대로 72,서울 용산구,ediya,37.5350224,127.0070392
1183,동부이촌동점,서울 용산구 이촌로77길 19,서울 용산구,ediya,37.52040119999999,126.974878
1184,동자동점,서울 용산구 후암로 93,서울 용산구,ediya,37.5533136,126.975103
1185,삼각지점,서울 용산구 한강대로 138,서울 용산구,ediya,37.5314076,126.9704415
1186,숙대입구역점,서울 용산구 한강대로 289,서울 용산구,ediya,37.5440208,126.9719508
1187,순천향병원점,서울 용산구 대사관로 72,서울 용산구,ediya,37.5330587,127.0059327
1188,용문점,서울 용산구 원효로41길 73,서울 용산구,ediya,37.5358104,126.9611254
1189,용산원효점,서울 용산구 원효로 70,서울 용산구,ediya,37.5324502,126.951608
1190,용산중앙점,서울 용산구 한강대로 52-1,서울 용산구,ediya,37.5253759,126.9646641
1191,용산청파점,서울 용산구 청파로71길 10,서울 용산구,ediya,37.5494246,126.9693891
1192,용산효창점,서울 용산구 효창원로66길 2,서울 용산구,ediya,37.5405259,126.9621825
1193,용산후암점,서울 용산구 후암로 40-2,서울 용산구,ediya,37.5495172,126.9776594
1194,원효로점,서울 용산구 원효로 257,서울 용산구,ediya,37.5405279,126.9691008
1195,이태원역점,서울 용산구 이태원로 176,서울 용산구,ediya,37.5342303,126.9934155
1196,갈현점,서울 은평구 갈현로 268,서울 은평구,ediya,37.6122498,126.9132786
1197,구산역점,서울 은평구 연서로 148,서울 은평구,ediya,37.6119567,126.9176102
1198,구파발역점,서울 은평구 진관2로 29-21,서울 은평구,ediya,37.6361626,126.9198605
1199,녹번동점,서울 은평구 진흥로 156,서울 은평구,ediya,37.6086912,126.9269617
1200,녹번중앙점,서울 은평구 통일로 635,서울 은평구,ediya,37.6033465,126.9345436
1201,독바위역점,서울 은평구 불광로 128,서울 은평구,ediya,37.6180771,126.9333072
1202,백련산아이파크점,서울 은평구 응암로 264,서울 은평구,ediya,37.5952388,126.9188557
1203,본서부병원점,서울 은평구 응암로 337,서울 은평구,ediya,37.6012694,126.9221138
1204,불광역점,서울 은평구 통일로 731,서울 은평구,ediya,37.6104759,126.9292194
1205,불광연서로점,서울 은평구 연서로 275,서울 은평구,ediya,37.620897,126.9248425
1206,불광중앙점,서울 은평구 불광로 59,서울 은평구,ediya,37.6122908,126.9317226
1207,새절역점,서울 은평구 가좌로 272,서울 은평구,ediya,37.5931495,126.913582
1208,수색역점,서울 은평구 수색로 250,서울 은평구,ediya,37.5818859,126.8963113
1209,역촌동점,서울 은평구 갈현로 82,서울 은평구,ediya,37.6052307,126.9106701
1210,역촌사거리점,서울 은평구 서오릉로 100,서울 은평구,ediya,37.60888310000001,126.9209257
1211,역촌진흥로점,서울 은평구 진흥로1길 3,서울 은평구,ediya,37.6007275,126.91862
1212,연신내역점,서울 은평구 통일로 855-9,서울 은평구,ediya,37.618854,126.9198697
1213,연신내중앙점,서울 은평구 통일로 825,서울 은평구,ediya,37.6170165,126.9226896
1214,연신내통일로점,서울 은평구 통일로 876,서울 은평구,ediya,37.6211624,126.9202577
1215,은평구청점,서울 은평구 은평로 197,서울 은평구,ediya,37.6016007,126.9296014
1216,은평뉴타운점,서울 은평구 진관3로 70,서울 은평구,ediya,37.6418798,126.9222445
1217,은평이마트점,서울 은평구 은평로 111,서울 은평구,ediya,37.60077709999999,126.9204992
1218,응암역점,서울 은평구 연서로 9,서울 은평구,ediya,37.5998561,126.9154719
1219,응암오거리점,서울 은평구 응암로 211,서울 은평구,ediya,37.5908628,126.9171141
1220,응암중앙점,서울 은평구 응암로 183,서울 은평구,ediya,37.5883944,126.9165713
1221,증산동점,서울 은평구 증산서길 78,서울 은평구,ediya,37.5833382,126.9065476
1222,경복궁역점,서울 종로구 자하문로 7,서울 종로구,ediya,37.5766756,126.9721948
1223,광화문점,서울 종로구 세종대로23길 15,서울 종로구,ediya,37.571457,126.9756366
1224,광화문트윈트리타워점,서울 종로구 율곡로 6,서울 종로구,ediya,37.5754163,126.9801322
1225,낙원동점,서울 종로구 낙원동,서울 종로구,ediya,37.57284569999999,126.9884126
1226,대학로점,서울 종로구 대학로10길 17,서울 종로구,ediya,37.5820564,127.0031655
1227,독립문역점,서울 종로구 통일로 266,서울 종로구,ediya,37.57580600000001,126.9567685
1228,동대문역점,서울 종로구 율곡로 286,서울 종로구,ediya,37.5718229,127.0080338
1229,동묘역점,서울 종로구 종로 354,서울 종로구,ediya,37.5730638,127.016776
1230,방통대점,서울 종로구 대학로 81-1,서울 종로구,ediya,37.5784605,127.0019024
1231,배화여대점,서울 종로구 필운대로1길 35,서울 종로구,ediya,37.5777646,126.967502
1232,북촌마을점,서울 종로구 북촌로5길 39,서울 종로구,ediya,37.5792705,126.982687
1233,삼일빌딩점,서울 종로구 삼일대로15길 13,서울 종로구,ediya,37.5687424,126.9867265
1234,상명대점,서울 종로구 홍지동,서울 종로구,ediya,37.601247,126.9562041
1235,성균관대점,서울 종로구 성균관로 8,서울 종로구,ediya,37.5836183,126.9983225
1236,숭인점,서울 종로구 숭인동길 6,서울 종로구,ediya,37.5752518,127.0215847
1237,신설점,서울 종로구 난계로29길 30,서울 종로구,ediya,37.5741948,127.0214683
1238,종각점,서울 종로구 삼일대로19길 24,서울 종로구,ediya,37.56962,126.9862007
1239,종로3가점,서울 종로구 종로 126,서울 종로구,ediya,37.5700629,126.9915219
1240,종로4가점,서울 종로구 김상옥로 1,서울 종로구,ediya,37.5734546,126.9978915
1241,종로5가점,서울 종로구 대학로 33,서울 종로구,ediya,37.5740221,127.0018054
1242,종로교차로점,서울 종로구 동호로 406-1,서울 종로구,ediya,37.5705613,127.002241
1243,종로구청점,서울 종로구 수송동,서울 종로구,ediya,37.5739802,126.9804234
1244,종로르메이에르점,서울 종로구 종로1가 르메이에르종로타운,서울 종로구,ediya,37.5709593,126.9798759
1245,종로삼일대로점,서울 종로구 삼일대로 390-1,서울 종로구,ediya,37.5694125,126.9879502
1246,종로타워점,서울 종로구 종로 51,서울 종로구,ediya,37.5707075,126.9835766
1247,창덕궁점,서울 종로구 돈화문로 41-1,서울 종로구,ediya,37.5722317,126.9914191
1248,창신동점,서울 종로구 종로 316-1,서울 종로구,ediya,37.5719863,127.0129084
1249,창신중앙점,서울 종로구 지봉로 64,서울 종로구,ediya,37.5756904,127.0158154
1250,탑골공원점,서울 종로구 낙원동,서울 종로구,ediya,37.57284569999999,126.9884126
1251,혜화동로터리점,서울 종로구 혜화로 3-1,서울 종로구,ediya,37.5860305,127.0005638
1252,혜화역점,서울 종로구 창경궁로 258-15,서울 종로구,ediya,37.5835658,127.0006307
1253,IBK본점,서울 중구 을지로 79,서울 중구,ediya,37.5664541,126.9865526
1254,YTN점,서울 중구 세종대로1길 11,서울 중구,ediya,37.5581786,126.9725407
1255,광희동점,서울 중구 마른내로 165-1,서울 중구,ediya,37.5645872,127.006493
1256,다동점,서울 중구 다동길 46,서울 중구,ediya,37.56782159999999,126.9817119
1257,동국대후문점,서울 중구 창경궁로 2,서울 중구,ediya,37.5624822,126.9986871
1258,동대문점,서울 중구 을지로43길 38,서울 중구,ediya,37.5676676,127.0077516
1259,동평화점,서울 중구 청계천로 318,서울 중구,ediya,37.5694218,127.0132185
1260,만리동고개점,서울 중구 만리재로 175,서울 중구,ediya,37.5541807,126.9655288
1261,명동역점,서울 중구 퇴계로 103,서울 중구,ediya,37.5608361,126.9832037
1262,명동중앙점,서울 중구 명동7길 21,서울 중구,ediya,37.5646918,126.9838429
1263,서소문점,서울 중구 서소문로11길 8,서울 중구,ediya,37.5632228,126.973086
1264,서울시청점,서울 중구 세종대로20길 23,서울 중구,ediya,37.5671101,126.9787241
1265,신당점,서울 중구 다산로35길 11,서울 중구,ediya,37.56351799999999,127.0148075
1266,신당중앙점,서울 중구 퇴계로 455,서울 중구,ediya,37.5655464,127.0223081
1267,약수역점,서울 중구 동호로 186-13,서울 중구,ediya,37.5545654,127.0114859
1268,오장동점,서울 중구 마른내로 109-1,서울 중구,ediya,37.5645748,127.0001136
1269,을지로3가점,서울 중구 수표로 45,서울 중구,ediya,37.5652959,126.9895634
1270,정동점,서울 중구 정동길 2-1,서울 중구,ediya,37.5679414,126.9693423
1271,중림점,서울 중구 청파로 464,서울 중구,ediya,37.5607773,126.9682129
1272,청구역점,서울 중구 다산로 181-2,서울 중구,ediya,37.5597511,127.0132283
1273,충무로3가점,서울 중구 퇴계로27길 31,서울 중구,ediya,37.56252509999999,126.9912341
1274,충무로점,서울 중구 퇴계로 188,서울 중구,ediya,37.5607964,126.992541
1275,충무아트홀점,서울 중구 퇴계로 381-1,서울 중구,ediya,37.5652402,127.0139856
1276,충무필동점,서울 중구 퇴계로 218-5,서울 중구,ediya,37.5613417,126.9962643
1277,충정로역점,서울 중구 중림로 10,서울 중구,ediya,37.5581419,126.9652488
1278,태평로점,서울 중구 세종대로11길 26,서울 중구,ediya,37.5623429,126.9744756
1279,퇴계로2길점,서울 중구 퇴계로2길 1,서울 중구,ediya,37.5575233,126.9773972
1280,한국은행점,서울 중구 남대문로 29-2,서울 중구,ediya,37.5614031,126.9789514
1281,황학롯데캐슬점,서울 중구 청계천로 400,서울 중구,ediya,37.5708733,127.0213284
1282,회현SK리더스점,서울 중구 퇴계로 72,서울 중구,ediya,37.5590809,126.9805937
